timestamp,roll,pitch,yaw
1529298780497919,-0.907744,-1.19721,-2.74293
1529298780520884,-0.915725,-1.19192,-2.73728
1529298780544793,-0.925167,-1.18562,-2.73098
1529298780560750,-0.935624,-1.17608,-2.7216
1529298780580699,-0.94583,-1.1629,-2.71
1529298780604633,-0.959539,-1.1454,-2.69527
1529298780651507,-0.976738,-1.12445,-2.67924
1529298780655497,-0.994926,-1.09969,-2.66507
1529298780670458,-1.01501,-1.07196,-2.65313
1529298780723315,-1.03779,-1.04036,-2.64243
1529298780738278,-1.06212,-1.0052,-2.6299
1529298780783155,-1.09309,-0.927403,-2.60269
1529298780828036,-1.12812,-0.785762,-2.56367
1529298780849977,-1.14642,-0.731134,-2.54663
1529298780887877,-1.16921,-0.606356,-2.51302
1529298780909817,-1.17475,-0.533721,-2.49652
1529298780947716,-1.17933,-0.365309,-2.46439
1529298780971695,-1.18133,-0.273994,-2.44877
1529298780977635,-1.18503,-0.181909,-2.43224
1529298781007608,-1.18709,-0.0888665,-2.41092
1529298781030534,-1.18176,0.00483589,-2.39336
1529298781067396,-1.16706,0.178812,-2.34929
1529298781090334,-1.15685,0.257015,-2.32059
1529298781105295,-1.14138,0.328724,-2.2853
1529298781128233,-1.12123,0.390289,-2.24216
1529298781150175,-1.10248,0.437053,-2.19281
1529298781165134,-1.07707,0.4734,-2.13612
1529298781188073,-1.04997,0.498042,-2.07804
1529298781210017,-1.03104,0.51376,-2.02263
1529298781224974,-1.01435,0.519265,-1.97249
1529298781247912,-0.999401,0.519447,-1.92389
1529298781269888,-0.99199,0.511459,-1.88041
1529298781284817,-0.9859,0.499574,-1.84508
1529298781308084,-0.979468,0.486273,-1.81608
1529298781330985,-0.97531,0.473244,-1.79301
1529298781344949,-0.973802,0.462009,-1.77584
1529298781367922,-0.970251,0.451852,-1.76304
1529298781389829,-0.96601,0.442437,-1.75519
1529298781406086,-0.962218,0.437206,-1.75433
1529298781428069,-0.957303,0.437898,-1.75911
1529298781451244,-0.95272,0.444726,-1.76757
1529298781464984,-0.944293,0.456262,-1.77877
1529298781488153,-0.935447,0.472294,-1.79384
1529298781510095,-0.928718,0.492246,-1.81611
1529298781526077,-0.927125,0.518844,-1.84354
1529298781547981,-0.92498,0.546649,-1.87681
1529298781571131,-0.924721,0.573405,-1.91525
1529298781584824,-0.928615,0.599107,-1.96112
1529298781607803,-0.938908,0.624603,-2.01469
1529298781630959,-0.955157,0.651634,-2.07177
1529298781645901,-0.974413,0.674086,-2.13281
1529298781667621,-0.993368,0.691565,-2.19289
1529298781691080,-1.01322,0.703963,-2.25098
1529298781728292,-1.05648,0.717348,-2.35814
1529298781750558,-1.07771,0.721569,-2.40496
1529298781788448,-1.11143,0.726602,-2.46971
1529298781810402,-1.12192,0.726471,-2.48659
1529298781848442,-1.13585,0.724171,-2.49954
1529298781870482,-1.13948,0.722063,-2.49883
1529298781907445,-1.14335,0.714571,-2.49013
1529298781930388,-1.14393,0.708992,-2.48352
1529298781998170,-1.14165,0.690223,-2.46785
1529298782013139,-1.13843,0.6752,-2.45824
1529298782035069,-1.12884,0.629863,-2.43488
1529298782050029,-1.12266,0.598726,-2.42195
1529298782064989,-1.11741,0.560808,-2.41241
1529298782095907,-1.11632,0.518414,-2.40862
1529298782117848,-1.11973,0.469759,-2.41038
1529298782140787,-1.12563,0.416483,-2.41604
1529298782162728,-1.14501,0.295195,-2.43686
1529298782185667,-1.15797,0.229414,-2.44886
1529298782200628,-1.1707,0.158889,-2.4592
1529298782222589,-1.1827,0.0807222,-2.46957
1529298782245773,-1.19666,-0.0074474,-2.48415
1529298782260969,-1.21189,-0.0970902,-2.50624
1529298782291172,-1.22146,-0.183321,-2.52938
1529298782313699,-1.22431,-0.27142,-2.54892
1529298782343015,-1.22065,-0.442989,-2.58716
1529298782365618,-1.21918,-0.528821,-2.60505
1529298782388539,-1.21656,-0.611253,-2.61975
1529298782403727,-1.20624,-0.688827,-2.6338
1529298782425936,-1.18277,-0.762021,-2.65086
1529298782448047,-1.1472,-0.833288,-2.67199
1529298782463383,-1.10543,-0.904754,-2.69793
1529298782486064,-1.06023,-0.974296,-2.7294
1529298782508386,-1.00887,-1.03943,-2.76842
1529298782523335,-0.948307,-1.09798,-2.81537
1529298782545490,-0.881401,-1.14684,-2.86677
1529298782567765,-0.815506,-1.1852,-2.92098
1529298782582770,-0.748712,-1.21631,-2.98656
1529298782606145,-0.707641,-1.23678,-3.04168
1529298782627653,-0.690124,-1.24895,-3.07937
1529298782642615,-0.68696,-1.25576,-3.10163
1529298782665735,-0.689906,-1.25911,-3.11403
1529298782687538,-0.694239,-1.25982,-3.12153
1529298782702453,-0.699277,-1.25924,-3.1267
1529298782725614,-0.705896,-1.25748,-3.12863
1529298782747818,-0.713173,-1.25486,-3.12909
1529298782763186,-0.722945,-1.25071,-3.12707
1529298782784720,-0.736783,-1.24496,-3.12079
1529298782807994,-0.749818,-1.23799,-3.11209
1529298782822945,-0.760057,-1.23059,-3.10211
1529298782845288,-0.767201,-1.22411,-3.09132
1529298782868227,-0.77234,-1.21817,-3.07971
1529298782883188,-0.776922,-1.21382,-3.06772
1529298782905161,-0.781253,-1.21017,-3.05468
1529298782928068,-0.785866,-1.20711,-3.0408
1529298782943038,-0.79131,-1.20445,-3.02576
1529298782964974,-0.798793,-1.20243,-3.00941
1529298782987908,-0.806587,-1.20095,-2.99326
1529298783002867,-0.815057,-1.20005,-2.97709
1529298783025376,-0.822629,-1.19972,-2.9621
1529298783048367,-0.828822,-1.20015,-2.94845
1529298783062513,-0.833717,-1.2011,-2.93648
1529298783085683,-0.837187,-1.20303,-2.92646
1529298783108678,-0.839375,-1.20574,-2.91768
1529298783122867,-0.838763,-1.2092,-2.91104
1529298783145808,-0.834942,-1.21318,-2.90653
1529298783168297,-0.827529,-1.21771,-2.90459
1529298783183004,-0.817572,-1.22282,-2.90559
1529298783206047,-0.807429,-1.22807,-2.90784
