timestamp,x,y,z
1528884991057876,0.910645,0.0239258,0.0131836
1528884991081812,0.908691,0.0219727,0.0141602
1528884991102756,0.914551,0.0273438,0.00585938
1528884991119711,0.914063,0.034668,0.00439453
1528884991142657,0.912598,0.0283203,0.00878906
1528884991162597,0.912109,0.0258789,0.0141602
1528884991179564,0.913574,0.0224609,0.0126953
1528884991218449,0.907715,0.0239258,0.00878906
1528884991225430,0.905762,0.0239258,0.0078125
1528884991239393,0.914063,0.0195313,0.00585938
1528884991261360,0.90918,0.0244141,0.0112305
1528884991283352,0.910156,0.0258789,0.00732422
1528884991299257,0.921387,0.0229492,0.0131836
1528884991336158,0.928711,-0.000488281,0.0102539
1528884991345137,0.952637,-0.0473633,0.0146484
1528884991359097,0.984863,-0.043457,0.0512695
1528884991380041,1.03955,-0.0449219,-0.0224609
1528884991402982,1.00439,-0.0258789,-0.0224609
1528884991418937,1.00488,0.081543,0.0234375
1528884991439882,0.999023,0.154785,0.0859375
1528884991463818,0.969238,0.369629,0.145508
1528884991478777,1.01563,0.518555,0.168457
1528884991499723,1.03857,0.552734,0.263184
1528884991523659,1.00879,0.563477,0.369141
1528884991539633,0.933105,0.5,0.472656
1528884991560560,0.837891,0.536133,0.529297
1528884991583504,0.737793,0.641113,0.584961
1528884991599457,0.665527,0.621582,0.595215
1528884991620400,0.578125,0.652344,0.630859
1528884991642342,0.457031,0.711914,0.594238
1528884991659308,0.376953,0.69043,0.588867
1528884991680239,0.302734,0.695801,0.596191
1528884991703177,0.262207,0.684082,0.583984
1528884991719138,0.15332,0.698242,0.580566
1528884991740080,0.112305,0.657227,0.592285
1528884991763045,0.0908203,0.665527,0.569336
1528884991778978,0.0507813,0.600586,0.543457
1528884991799947,-0.0371094,0.558105,0.56543
1528884991822858,-0.0712891,0.533691,0.549805
1528884991838816,-0.0932617,0.512207,0.549805
1528884991859760,-0.149902,0.455566,0.551758
1528884991882700,-0.181152,0.398438,0.556641
1528884991898655,-0.234863,0.358887,0.570313
1528884991920598,-0.279297,0.356934,0.575195
1528884991942546,-0.289551,0.32959,0.57373
1528884991959495,-0.319336,0.28418,0.603027
1528884991981434,-0.355469,0.275879,0.592773
1528884992002419,-0.404297,0.255859,0.61084
1528884992025345,-0.421387,0.229492,0.626953
1528884992041297,-0.421875,0.201172,0.63916
1528884992062263,-0.423828,0.174316,0.665039
1528884992079174,-0.445801,0.144531,0.692383
1528884992101166,-0.353516,0.0327148,0.669434
1528884992123136,-0.448242,0.0493164,0.790039
1528884992139331,-0.450195,0.012207,0.725098
1528884992161331,-0.442383,0.0288086,0.779297
1528884992182308,-0.489746,0.0561523,0.786621
1528884992199229,-0.522461,0.0688477,0.750488
1528884992221434,-0.556641,0.154785,0.73291
1528884992242381,-0.589355,0.171875,0.708008
1528884992258629,-0.641602,0.157715,0.708496
1528884992281563,-0.654785,0.19873,0.663574
1528884992302740,-0.666016,0.24707,0.633789
1528884992319489,-0.681152,0.259277,0.625
1528884992341882,-0.708984,0.248047,0.621582
1528884992362915,-0.711426,0.229492,0.617188
1528884992379144,-0.703613,0.233398,0.627441
1528884992401596,-0.685547,0.22998,0.618164
1528884992423319,-0.650391,0.190918,0.647461
1528884992439812,-0.629883,0.168945,0.681641
1528884992461815,-0.61084,0.127441,0.706055
