timestamp,x,y,z
1529311806862464,0.964355,0.155273,0.07470700000000001
1529311806909338,0.963867,0.15625,0.06054690000000001
1529311806915296,0.950684,0.14941400000000002,0.059082
1529311806961174,0.945801,0.15673800000000002,0.062011699999999996
1529311806982117,0.9428709999999999,0.17334000000000002,0.061523400000000006
1529311807008047,0.9516600000000001,0.189453,0.0634766
1529311807042974,0.9780270000000001,0.20605500000000002,0.0864258
1529311807064916,0.98877,0.205566,0.09472660000000001
1529311807102795,0.9667969999999999,0.18066400000000002,0.08886720000000001
1529311807124772,0.9589840000000001,0.17724600000000001,0.07470700000000001
1529311807162679,0.9624020000000001,0.159668,0.0678711
1529311807192589,0.950684,0.149902,0.07324220000000001
1529311807216490,0.9780270000000001,0.133301,0.08154299999999999
1529311807237434,0.9750979999999999,0.118164,0.08496089999999999
1529311807260425,0.973145,0.118652,0.09472660000000001
1529311807282366,0.9702149999999999,0.126953,0.08691410000000001
1529311807305252,0.9633790000000001,0.137207,0.0820313
1529311807320214,0.964355,0.14599600000000001,0.0786133
1529311807357114,0.9692379999999999,0.15673800000000002,0.0820313
1529311807380053,0.9672850000000001,0.158691,0.0708008
1529311807395043,0.9599610000000001,0.155273,0.0776367
1529311807424934,0.9516600000000001,0.151367,0.08300779999999999
1529311807439940,0.9550780000000001,0.148926,0.08691410000000001
1529311807469813,0.9594729999999999,0.147949,0.08789060000000001
1529311807492750,0.958008,0.14843800000000001,0.0922852
1529311807507710,0.960938,0.155273,0.0932617
1529311807522670,0.9672850000000001,0.17040999999999998,0.0864258
1529311807544640,0.9672850000000001,0.17627,0.0854492
1529311807559573,0.9667969999999999,0.17627,0.08935549999999999
1529311807582511,0.964355,0.168945,0.0898438
1529311807604497,0.952148,0.183105,0.07714839999999999
1529311807619458,0.956543,0.193359,0.0717773
1529311807642403,0.9560549999999999,0.190918,0.06835939999999999
1529311807665290,0.9511719999999999,0.19873,0.08105470000000001
1529311807680257,0.9443360000000001,0.19873,0.08154299999999999
1529311807702190,0.949219,0.21142600000000003,0.08789060000000001
1529311807725163,0.9560549999999999,0.22216799999999998,0.0883789
1529311807747072,0.964355,0.228027,0.09814450000000001
1529311807770030,0.9707030000000001,0.216309,0.08886720000000001
1529311807822096,0.9672850000000001,0.16406300000000001,0.0610352
1529311807845038,0.9589840000000001,0.155273,0.0649414
1529311807882997,0.960449,0.142578,0.07128910000000001
1529311807905406,0.96875,0.139648,0.08251950000000001
1529311807942514,0.963867,0.14746099999999998,0.08691410000000001
1529311807964494,0.9624020000000001,0.154297,0.0922852
1529311808002393,0.952148,0.170898,0.0805664
1529311808024696,0.952148,0.181641,0.0786133
1529311808063004,0.9550780000000001,0.18701199999999998,0.0786133
1529311808084941,0.958008,0.185059,0.07910160000000001
1529311808122146,0.9707030000000001,0.185059,0.0820313
1529311808145455,0.980469,0.17334000000000002,0.07714839999999999
1529311808182536,0.9672850000000001,0.162598,0.08251950000000001
1529311808204823,0.958008,0.164551,0.0859375
1529311808249607,0.9658200000000001,0.186523,0.07226560000000001
1529311808272548,0.9741209999999999,0.199707,0.0546875
1529311808324718,0.9672850000000001,0.155273,0.07373049999999999
1529311808362951,0.942383,0.162109,0.0834961
1529311808385123,0.9467770000000001,0.172852,0.0854492
1529311808422881,0.964355,0.172852,0.08398439999999999
1529311808445373,0.967773,0.16406300000000001,0.07373049999999999
1529311808482514,0.967773,0.15478499999999998,0.0742188
1529311808504627,0.964844,0.16503900000000002,0.08105470000000001
1529311808542702,0.960938,0.19287100000000001,0.0864258
1529311808564522,0.9511719999999999,0.185547,0.08300779999999999
1529311808602748,0.9594729999999999,0.186523,0.08300779999999999
1529311808625546,0.9633790000000001,0.182617,0.0805664
1529311808662502,0.965332,0.160645,0.06933589999999999
1529311808685461,0.9750979999999999,0.15332,0.06835939999999999
1529311808722397,0.9716799999999999,0.14209000000000002,0.07470700000000001
1529311808745490,0.9682620000000001,0.143066,0.07128910000000001
1529311808782613,0.9594729999999999,0.151855,0.0742188
1529311808804526,0.9633790000000001,0.15087899999999999,0.0678711
1529311808842423,0.966309,0.165527,0.0795898
1529311808865419,0.971191,0.172852,0.0820313
1529311808902316,0.966309,0.167969,0.07714839999999999
1529311808925249,0.9619139999999999,0.16406300000000001,0.0717773
1529311808962156,0.960449,0.166016,0.0688477
1529311808985097,0.964844,0.163574,0.0703125
1529311809000060,0.964844,0.157227,0.0708008
1529311809015001,0.958008,0.151367,0.07373049999999999
