timestamp,roll,pitch,yaw
1528187080038615,0.357867,-1.3468,-2.42654
1528187080049587,0.356608,-1.3478299999999999,-2.42593
1528187080075518,0.34904,-1.3494700000000002,-2.4206
1528187080090478,0.336566,-1.35087,-2.4114400000000002
1528187080113417,0.320973,-1.35249,-2.39933
1528187080129373,0.305985,-1.3538700000000001,-2.3868
1528187080152312,0.292256,-1.35487,-2.37442
1528187080173256,0.283918,-1.35519,-2.36618
1528187080189216,0.282023,-1.3552899999999999,-2.36314
1528187080212152,0.287985,-1.3538299999999999,-2.36671
1528187080242083,0.30028299999999997,-1.35249,-2.37692
1528187080249080,0.3154,-1.35071,-2.39085
1528187080271992,0.328426,-1.3478700000000001,-2.40384
1528187080294931,0.341021,-1.3452600000000001,-2.41765
1528187080308906,0.350698,-1.34255,-2.42957
1528187080331832,0.35620599999999997,-1.34036,-2.4386200000000002
1528187080354770,0.354969,-1.3381299999999998,-2.44141
1528187080384691,0.349702,-1.33733,-2.43962
1528187080407630,0.343059,-1.3368,-2.4344799999999998
1528187080414611,0.33813499999999996,-1.3358,-2.42885
1528187080435610,0.337419,-1.3356299999999999,-2.4264900000000003
1528187080452509,0.341331,-1.33487,-2.42809
1528187080474451,0.34797,-1.33451,-2.43344
1528187080497389,0.356018,-1.3341399999999999,-2.44156
1528187080512349,0.363191,-1.33416,-2.4503
1528187080534294,0.367857,-1.33385,-2.4572599999999998
1528187080555263,0.3705,-1.3344,-2.46207
1528187080572189,0.371755,-1.33441,-2.46418
1528187080602177,0.372726,-1.33426,-2.46448
1528187080616098,0.374112,-1.3342200000000002,-2.46397
1528187080640010,0.37617399999999995,-1.33415,-2.46294
1528187080654968,0.38063400000000003,-1.33427,-2.46325
1528187080682893,0.386898,-1.33446,-2.46501
1528187080691873,0.393302,-1.33396,-2.46722
1528187080721790,0.398944,-1.33395,-2.46997
1528187080735767,0.401775,-1.3343200000000002,-2.47052
1528187080751713,0.402317,-1.33475,-2.46877
1528187080774656,0.40255,-1.3353,-2.46617
1528187080797587,0.40365300000000004,-1.33646,-2.46418
1528187080812589,0.403023,-1.33713,-2.4607099999999997
1528187080834489,0.400422,-1.33851,-2.45533
1528187080855432,0.395574,-1.3392600000000001,-2.4473
1528187080879368,0.391277,-1.3401,-2.43932
1528187080894328,0.386299,-1.3404,-2.43078
1528187080915311,0.380302,-1.3408,-2.42188
1528187080946190,0.371199,-1.34154,-2.41115
1528187080962148,0.360684,-1.34217,-2.3995
1528187080975113,0.34846,-1.34323,-2.38675
1528187081000047,0.33610500000000004,-1.34415,-2.37406
1528187081014009,0.325038,-1.345,-2.3635200000000003
1528187081036948,0.313446,-1.34514,-2.3525
1528187081059886,0.304164,-1.3450799999999998,-2.3437200000000002
1528187081080831,0.29930999999999996,-1.34507,-2.3378900000000002
1528187081104766,0.301273,-1.3447,-2.3374900000000003
1528187081119727,0.310881,-1.34396,-2.34353
1528187081140669,0.323706,-1.34354,-2.35418
1528187081164606,0.336254,-1.34301,-2.3662900000000002
1528187081187545,0.344815,-1.34286,-2.37622
1528187081201849,0.351647,-1.34324,-2.38479
1528187081217465,0.356321,-1.34369,-2.3910400000000003
1528187081239414,0.360738,-1.34455,-2.39661
1528187081268594,0.36452399999999996,-1.3456299999999999,-2.4012
1528187081277304,0.369802,-1.34697,-2.4071
1528187081299515,0.376492,-1.34771,-2.4146
1528187081328206,0.383347,-1.34913,-2.4232400000000003
1528187081337182,0.38894,-1.34974,-2.4313599999999997
1528187081360121,0.392872,-1.3506799999999999,-2.43813
1528187081380762,0.396473,-1.35132,-2.4445900000000003
1528187081397411,0.39876999999999996,-1.35246,-2.4509
1528187081443610,0.398161,-1.35322,-2.4545
1528187081445281,0.395049,-1.35399,-2.4557900000000004
1528187081464573,0.390847,-1.3546,-2.45587
1528187081489165,0.387279,-1.355,-2.45647
1528187081501400,0.382803,-1.35553,-2.45618
1528187081517100,0.378911,-1.35506,-2.45612
1528187081540067,0.375794,-1.35467,-2.45614
1528187081561347,0.37341599999999997,-1.3549200000000001,-2.45685
1528187081577225,0.369755,-1.3538700000000001,-2.45643
1528187081599627,0.364591,-1.35353,-2.45499
1528187081637341,0.360942,-1.35248,-2.45412
1528187081638339,0.358238,-1.3517700000000001,-2.4536599999999997
1528187081644560,0.356323,-1.35041,-2.4535299999999998
1528187081665352,0.35422800000000004,-1.34982,-2.45296
1528187081687786,0.352196,-1.34904,-2.45194
1528187081713599,0.349911,-1.34883,-2.45078
1528187081725720,0.34629899999999997,-1.34792,-2.44835
1528187081747368,0.34178800000000004,-1.3474700000000002,-2.44512
1528187081770289,0.338671,-1.34751,-2.44273
