right Variance of Gyro x,right Variance of Gyro y,right Variance of Gyro z,right Mav of Gyro x,right Mav of Gyro y,right Mav of Gyro z,right Rms of Gyro x,right Rms of Gyro y,right Rms of Gyro z,right Sd of Gyro x,right Sd of Gyro y,right Sd of Gyro z,right Mean of Gyro x,right Mean of Gyro y,right Mean of Gyro z,right Entropy of Gyro x,right Entropy of Gyro y,right Entropy of Gyro z,right Kurtosis of Gyro x,right Kurtosis of Gyro y,right Kurtosis of Gyro z,right Skewness of Gyro x,right Skewness of Gyro y,right Skewness of Gyro z,right SMA of Gyro,right Integration of Gyro x,right Integration of Gyro y,right Integration of Gyro z,right Variance of ACC x,right Variance of ACC y,right Variance of ACC z,right Mav of ACC x,right Mav of ACC y,right Mav of ACC z,right Rms of ACC x,right Rms of ACC y,right Rms of ACC z,right Sd of ACC x,right Sd of ACC y,right Sd of ACC z,right Mean of ACC x,right Mean of ACC y,right Mean of ACC z,right Entropy of ACC x,right Entropy of ACC y,right Entropy of ACC z,right Kurtosis of ACC x,right Kurtosis of ACC y,right Kurtosis of ACC z,right Skewness of ACC x,right Skewness of ACC y,right Skewness of ACC z,right SMA of ACC,right Integration of ACC x,right Integration of ACC y,right Integration of ACC z,right variance of EMG1,right variance of EMG2,right variance of EMG3,right variance of EMG4,right variance of EMG5,right variance of EMG6,right variance of EMG7,right variance of EMG8,right Mav of EMG1,right Mav of EMG2,right Mav of EMG3,right Mav of EMG4,right Mav of EMG5,right Mav of EMG6,right Mav of EMG7,right Mav of EMG8,right Rms of EMG1,right Rms of EMG2,right Rms of EMG3,right Rms of EMG4,right Rms of EMG5,right Rms of EMG6,right Rms of EMG7,right Rms of EMG8,right Sd of EMG1,right Sd of EMG2,right Sd of EMG3,right Sd of EMG4,right Sd of EMG5,right Sd of EMG6,right Sd of EMG7,right Sd of EMG8,right Mean of EMG1,right Mean of EMG2,right Mean of EMG3,right Mean of EMG4,right Mean of EMG5,right Mean of EMG6,right Mean of EMG7,right Mean of EMG8,right MedianFreq of EMG1,right MedianFreq of EMG2,right MedianFreq of EMG3,right MedianFreq of EMG4,right MedianFreq of EMG5,right MedianFreq of EMG6,right MedianFreq of EMG7,right MedianFreq of EMG8,right MeanFreq of EMG1,right MeanFreq of EMG2,right MeanFreq of EMG3,right MeanFreq of EMG4,right MeanFreq of EMG5,right MeanFreq of EMG6,right MeanFreq of EMG7,right MeanFreq of EMG8,Class
0.345772671,0.321309039,0.411875587,0.437085668,0.325745312,0.565235681,0.490234548,0.219353856,0.550958806,0.530924137,0.467907809,0.531263939,0.445286522,0.268622765,0.5577876,0.769388325,0.741089154,0.757996769,0.024155078,0.148821533,0.051952032,0.596998068,0.709508687,0.342626028,0.396987404,0.331698151,0.27491863,0.419308157,0.363360378,0.153274012,0.238614915,0.405532986,0.225485565,0.314460092,0.51094873,0.604243246,0.576245094,0.485196087,0.298680072,0.418022762,0.505687823,0.587988758,0.578080107,0.805733239,0.790416495,0.779056669,0.056247625,0.059502636,0.016677098,0.513508675,0.464269872,0.240369646,0.546446703,0.423145252,0.429740012,0.353661888,0.147130293,0.068190568,0.067536185,0.056376195,0.110323428,0.125909651,0.050088992,0.100691672,0.214285714,0.089820359,0.089820359,0.094171379,0.1875,0.057532274,0.08,0.172043011,0.711155579,0.723793942,0.456647891,0.425798378,0.415944122,0.609979324,0.08,0.73838108,0.315841537,0.178597886,0.171982704,0.158569933,0.263162531,0.283340011,0.153995843,0.24218085,0.71172935,0.72030875,0.473813386,0.469854324,0.417356245,0.608545936,0.487845295,0.733679761,0.206548446,0.235744363,0.260275806,0.137946188,0.145823486,0.163289798,0.21771588,0.186757875,0.431252695,1,1,1,1,1,1,1,isda
0.256653105,0.304647924,0.34336668,0.353453612,0.311404444,0.462191057,0.453236913,0.245194892,0.643378651,0.433986173,0.449149715,0.458645214,0.425776016,0.301000608,0.664554457,0.743287289,0.722984446,0.745597511,0.030541843,0.151193178,0.06922171,0.587001604,0.704888325,0.257829531,0.732723718,0.285978814,0.261610322,0.430464338,0.28359662,0.132037149,0.286333808,0.396535541,0.254302747,0.354989461,0.393695351,0.825498945,0.555882318,0.399851996,0.26725764,0.471520646,0.392300591,0.812101316,0.546438777,0.753656286,0.761644595,0.740150368,0.07493064,0.110751372,0.014420187,0.530905598,0.391042707,0.287081249,0.584143006,0.302152123,0.496640901,0.298652435,0.155429823,0.096931399,0.12769444,0.107390674,0.320310395,0.070913122,0.045314798,0.13822338,0.211764706,0.12295082,0.126760563,0.15402468,0.4,0.085651191,0.065420561,0.2,0.655116875,0.506832379,0.50365768,0.304442982,0.535210896,0.693594087,0.065420561,0.644793672,0.327574033,0.231695705,0.275267763,0.253915429,0.529030165,0.187598198,0.14287768,0.301381211,0.656681639,0.498549598,0.512938126,0.340969772,0.498003321,0.701859549,0.700135735,0.634986913,0.162046881,0.166550305,0.141152027,0.118431985,0.087355117,0.164357678,0.195068454,0.218800801,0.511400583,0.999921028,0.734633241,0.884946779,0.93100768,0.999675195,0.997117442,0.993470946,isda
0.378011476,0.293259515,0.333380735,0.403961623,0.316931338,0.586308502,0.467232025,0.190104343,0.553666778,0.56316502,0.437151766,0.448690854,0.413371556,0.247465835,0.57895491,0.766517495,0.750118627,0.782821567,0.02168349,0.153230379,0.049728268,0.579611952,0.718622231,0.335253304,0.382650044,0.32487196,0.269961059,0.444729371,0.448861605,0.116843349,0.294523033,0.627862642,0.169493328,0.345780961,0.520924043,0.529810169,0.630648502,0.569037595,0.244200447,0.480878116,0.499270324,0.5214391,0.625380692,0.805399598,0.800572797,0.786027312,0.040396834,0.083071079,0.017349231,0.510694486,0.43976348,0.231881676,0.517679963,0.43289084,0.403857894,0.39234193,0.127542578,0.078702283,0.076976902,0.062597508,0.088747121,0.073420284,0.016758103,0.123099938,0.225,0.100671141,0.089552239,0.105552435,0.184615385,0.052197802,0.052173913,0.25974026,0.477940507,0.587106964,0.396802548,0.527963856,0.423037719,0.537013388,0.052173913,0.426875527,0.286749327,0.198931933,0.190062532,0.171661057,0.225816587,0.192604379,0.06474012,0.278573919,0.489885524,0.58226244,0.409117598,0.562515469,0.4290983,0.545251101,0.474413538,0.418208592,0.238062852,0.175396754,0.241244702,0.139582378,0.204954682,0.191693101,0.220501125,0.205188186,0.41604611,1,1,1,1,1,1,1,isda
0.187893619,0.265684426,0.25821851,0.191142707,0.258719628,0.423414101,0.620540663,0.300043155,0.605180258,0.34945966,0.405549948,0.36339432,0.609522906,0.366835221,0.645708054,0.7958,0.772234492,0.786718527,0.066187469,0.144708987,0.081793605,0.500027927,0.647842431,0.269790144,0.508856251,0.417506375,0.337403431,0.471003118,0.554678386,0.104594072,0.258750087,0.44954154,0.172150031,0.340800521,0.454302234,0.726163122,0.683694706,0.664353643,0.224383575,0.441308076,0.397450079,0.719172597,0.688124836,0.759122536,0.798875753,0.784013201,0.066015029,0.1195208,0.020054191,0.604362321,0.378777848,0.210844276,0.541735314,0.34721103,0.505566606,0.414482282,0.170999168,0.105199462,0.109034199,0.067553867,0.109289291,0.097998425,0.027150079,0.088396418,0.210526316,0.087209302,0.120805369,0.116845437,0.171428571,0.058811559,0.050314465,0.14953271,0.510223326,0.630681698,0.595004654,0.387903273,0.570174849,0.449883645,0.050314465,0.445485315,0.349165893,0.245909576,0.245904106,0.181714771,0.261481542,0.237583709,0.096198042,0.220825644,0.51399072,0.621395946,0.612315339,0.431567079,0.573285407,0.452788795,0.282728038,0.44326842,0.233573662,0.183551995,0.253934884,0.20548541,0.152454737,0.255872464,0.182277307,0.126147582,0.682691547,1,1,1,1,1,1,1,isda
0.350146173,0.295142592,0.350201147,0.360389382,0.333375162,0.423253385,0.532514922,0.285712113,0.450447541,0.535133826,0.438871299,0.466385838,0.489243665,0.344469472,0.470519192,0.757546444,0.754490045,0.738897363,0.022886229,0.122064511,0.082985896,0.586873157,0.691387892,0.43262672,0.492608107,0.335150199,0.304936925,0.348401194,0.463202126,0.263336766,0.26153724,0.650750404,0.343559779,0.331151232,0.527560587,0.474536602,0.62313167,0.581968559,0.437664617,0.444279084,0.503948348,0.426773535,0.623603206,0.772054566,0.743034876,0.762946121,0.041221633,0.049761351,0.019293271,0.502512139,0.534474194,0.223960226,0.607148753,0.397278439,0.316430271,0.357574776,0.052767755,0.03059278,0.19007734,0.050455417,0.043317853,0.090802847,0.037511505,0.066316537,0.06741573,0.072727273,0.134146341,0.062135578,0.053571429,0.026166142,0.016064257,0.029850746,0.512213523,0.380355878,0.483548002,0.651391725,0.565048344,0.427835938,0.016064257,0.265170734,0.151781064,0.094382839,0.362883807,0.145671499,0.132229003,0.224931311,0.123878574,0.179110151,0.535110569,0.384953624,0.480700144,0.678753578,0.579965942,0.432110385,0.426666308,0.26647943,0.231381847,0.182312958,0.158663707,0.163256835,0.245806736,0.250587754,0.172361524,0.180841406,0.659507701,1,1,1,1,1,1,1,isda
0.444246527,0.385889842,0.209192388,0.424270916,0.416356043,0.251649315,0.503106577,0.566726066,0.533315621,0.625690168,0.535733964,0.304508677,0.437772048,0.589987605,0.587803539,0.778539762,0.806999175,0.810831799,0.021149978,0.060627763,0.111698652,0.590866475,0.440092008,0.33043265,0.552207097,0.353838887,0.520204802,0.472552264,0.361874026,0.168438736,0.239565732,0.545012471,0.229502457,0.2782591,0.494126404,0.395625001,0.351452262,0.484084554,0.320092037,0.419394585,0.48722556,0.369852827,0.329127739,0.829978582,0.797856566,0.775592381,0.057103818,0.062887316,0.027607963,0.500059873,0.542557677,0.353427256,0.638571544,0.448524467,0.33233683,0.23636214,0.059952609,0.109056127,0.08327432,0.087488608,0.080490191,0.051957895,0.09000529,0.089803886,0.142857143,0.140625,0.105263158,0.080443177,0.099056604,0.07956217,0.040816327,0.090909091,0.488665678,0.63609135,0.564099356,0.492362784,0.486515944,0.409749005,0.040816327,0.591924805,0.167185176,0.252394772,0.20169897,0.219630481,0.210581221,0.148328327,0.234039545,0.223389556,0.511469114,0.626171923,0.583898205,0.523209833,0.494629854,0.422459414,0.384372412,0.58940867,0.29629402,0.219755781,0.320666191,0.242622541,0.234992372,0.270110055,0.210022909,0.215449188,0.790442531,1,1,1,1,1,1,1,isda
0.288492493,0.355519091,0.191664527,0.356247346,0.496166533,0.295554886,0.639848175,0.486900911,0.459729113,0.469382182,0.502941985,0.280689087,0.611771322,0.522447145,0.521414365,0.715461176,0.714022788,0.721425481,0.043710415,0.044577664,0.1194284,0.524730536,0.478528707,0.505559268,0.544797468,0.327815937,0.339453297,0.313670852,0.341500626,0.230597433,0.390698666,0.490460333,0.400670403,0.469166424,0.485181946,0.575725411,0.474991129,0.461328671,0.398677631,0.57614148,0.481926861,0.541617925,0.431549351,0.721725824,0.699005758,0.66775055,0.06459403,0.032056688,0.010934996,0.542871013,0.479219151,0.291423171,0.697742,0.314482592,0.310922525,0.211335392,0.045725019,0.05530279,0.08071616,0.12262447,0.144081087,0.110699058,0.115670606,0.161374787,0.092783505,0.116504854,0.114285714,0.112078309,0.105882353,0.145434212,0.116666667,0.170212766,0.63247123,0.836280161,0.255915486,0.466223133,0.494801594,0.117518524,0.116666667,0.557870716,0.135883577,0.151997964,0.196856023,0.278498227,0.315787541,0.258885445,0.27729022,0.334453042,0.650599373,0.834004023,0.259068458,0.489481107,0.490589891,0.10868228,0.383313284,0.543997093,0.156008848,0.154756595,0.231141177,0.064011299,0.11899462,0.146303048,0.053440554,0.116623157,0.805709179,1,1,1,1,1,1,1,isda
0.188202272,0.246955544,0.273359247,0.333524455,0.331452148,0.25454935,0.496617813,0.502556355,0.497278718,0.350161401,0.383902389,0.38160471,0.484856431,0.559721437,0.537502189,0.821780524,0.823282067,0.801649404,0.034702362,0.081867365,0.09995427,0.580797674,0.425158737,0.36766181,0.660708342,0.389381844,0.509322238,0.449253561,0.391489079,0.167244524,0.227802646,0.504812557,0.204778222,0.249945197,0.576650198,0.664927174,0.413759173,0.513969738,0.318503048,0.405464154,0.572322698,0.645977318,0.403609127,0.848247236,0.824146183,0.795083545,0.048321261,0.077576287,0.021370404,0.48307625,0.406049535,0.321524415,0.738954078,0.522876764,0.513194115,0.285958737,0.074365755,0.138864548,0.032571028,0.067247177,0.060725375,0.113766731,0.082291949,0.064087714,0.101694915,0.169811321,0.06,0.047865014,0.06122449,0.118051067,0.036866359,0.071005917,0.313469736,0.540630943,0.805763212,0.506195308,0.445333929,0.362954305,0.036866359,0.427598987,0.196037645,0.299208096,0.095794426,0.181159415,0.171211109,0.264112693,0.21997485,0.174676112,0.340645813,0.524904053,0.843012891,0.541247093,0.457293239,0.361169567,0.384740777,0.429769827,0.305353284,0.152559198,0.283289143,0.382376486,0.250583148,0.25660852,0.197221427,0.222763417,0.643093965,1,1,1,1,1,1,1,isda
0.221935039,0.238407761,0.304769885,0.262000776,0.378448309,0.478416699,0.475803104,0.377846173,0.486078666,0.393458391,0.373935761,0.417830784,0.456545198,0.447456736,0.518425567,0.838457473,0.837802582,0.821325352,0.044916697,0.073291415,0.083134002,0.556410507,0.505315694,0.38895184,0.637793261,0.405951383,0.467679557,0.474636259,0.410419784,0.184292848,0.153486051,0.598209944,0.204412702,0.182329091,0.667537435,0.671563786,0.342180458,0.532969024,0.341714028,0.308779342,0.667114147,0.649130221,0.345078941,0.88857597,0.849669973,0.826095283,0.039723787,0.080863945,0.035697565,0.460159602,0.38994009,0.354241791,0.741247828,0.648852834,0.56026142,0.274352738,0.068084771,0.11342601,0.097238699,0.082033547,0.062951701,0.083380119,0.055127776,0.042063463,0.09375,0.18,0.085714286,0.062044239,0.06122449,0.096459096,0.029268293,0.055944056,0.445809798,0.436133128,0.578890708,0.603534006,0.519441068,0.441610311,0.029268293,0.176165022,0.183789664,0.259608934,0.226313682,0.209682433,0.175900899,0.211552219,0.165343072,0.126619201,0.469098304,0.42405375,0.597210606,0.627528646,0.530940936,0.44757107,0.403498598,0.1826495,0.356482898,0.241147272,0.270020835,0.300052662,0.345070619,0.3479175,0.269767577,0.263998549,0.479076517,1,1,1,1,1,1,1,isda
0.294251097,0.259805365,0.311935644,0.377133609,0.428553532,0.346405031,0.675205474,0.542450711,0.467782465,0.477300904,0.399409909,0.425846662,0.646410849,0.593026511,0.498137529,0.845108325,0.848324524,0.810930842,0.041648979,0.08959762,0.07903778,0.514861101,0.445202955,0.352090035,0.698032681,0.527766089,0.578679522,0.461517555,0.481685726,0.200608577,0.274646168,0.429252644,0.174498529,0.256241332,0.452171844,0.66745564,0.531671933,0.600313052,0.362924823,0.459704603,0.412147943,0.641639604,0.522368672,0.837630217,0.848293416,0.825671278,0.063101731,0.06434346,0.017931995,0.579788984,0.404111849,0.271659804,0.794846631,0.437098821,0.556065211,0.388730777,0.061382501,0.054323656,0.113059586,0.050502604,0.054513473,0.063666695,0.058331906,0.047974414,0.059210526,0.111111111,0.116883117,0.023334954,0.05,0.069015097,0.042194093,0.049382716,0.339040805,0.542218607,0.636452737,0.490868855,0.476914028,0.209789824,0.042194093,0.406820478,0.170194761,0.150087631,0.252544525,0.145859862,0.157881849,0.173242468,0.172287733,0.140265142,0.367882217,0.541715302,0.65525414,0.531413242,0.490098408,0.21830821,0.50983264,0.412024004,0.360814792,0.189916167,0.331657987,0.336523209,0.284230194,0.321002907,0.158714111,0.337234586,0.432130148,1,1,1,1,1,1,1,isda
0.10483408,0.2246477,0.141643342,0.163608991,0.296086791,0.197956549,0.783361308,0.575047723,0.410329131,0.227146327,0.35626373,0.216106269,0.782691063,0.629181146,0.486183696,0.793244457,0.789908598,0.772618841,0.130603983,0.125842539,0.154604882,0.45528256,0.434966099,0.426515627,0.648717607,0.489624859,0.479168334,0.360356352,0.537076049,0.176178742,0.281274446,0.580945365,0.267439448,0.399626168,0.505504322,0.347135047,0.559763983,0.648738855,0.330249776,0.466265886,0.462901596,0.315805585,0.551663563,0.7555023,0.748668923,0.760643977,0.042461545,0.071970682,0.012018355,0.525837645,0.578029505,0.267127475,0.624972943,0.374031854,0.258349641,0.323623602,0.046122256,0.059737642,0.124229652,0.099769046,0.104276875,0.14907764,0.031609035,0.049225301,0.075,0.08411215,0.141891892,0.082887701,0.092307692,0.152930403,0.045714286,0.145454545,0.310637228,0.419823819,0.265953287,0.504146638,0.620742052,0.479227418,0.045714286,0.620544863,0.136884215,0.161451358,0.27005565,0.241170151,0.253050347,0.318184402,0.108483126,0.142992263,0.343672379,0.41841708,0.259856456,0.531004166,0.624925478,0.471741631,0.448702578,0.623995695,0.229898579,0.11394413,0.169988714,0.096676679,0.18782329,0.275711681,0.189104405,0.187339348,0.432029181,1,1,1,1,1,1,1,isda
0.132584899,0.207261344,0.149720656,0.182340625,0.37520582,0.126353414,0.750199829,0.601508512,0.315764101,0.271465954,0.335015839,0.227618097,0.746289663,0.655783939,0.390400323,0.828795637,0.828290433,0.801387933,0.10971208,0.120831034,0.207011978,0.454188756,0.407902264,0.57676176,0.577346308,0.533865042,0.562753596,0.347006086,0.433542748,0.152962017,0.29218991,0.556661231,0.245695648,0.483841804,0.527810874,0.329112393,0.492905072,0.554779531,0.298454925,0.478539844,0.510116066,0.304120501,0.47574091,0.827351058,0.792655562,0.788009845,0.044015491,0.076428916,0.01010757,0.506590514,0.572511536,0.275345888,0.583448961,0.464826204,0.290036532,0.321617285,0.027376989,0.059115923,0.05539414,0.109184149,0.082440031,0.093844101,0.027564344,0.059377062,0.039215686,0.080536913,0.075,0.070977151,0.083798883,0.112366507,0.04,0.106666667,0.362671228,0.363532753,0.428326066,0.507999668,0.405383044,0.349134823,0.04,0.587936055,0.090267949,0.160195476,0.14746846,0.257046337,0.214230001,0.230369721,0.097390534,0.164956177,0.397044646,0.362117714,0.446280561,0.53216295,0.412627606,0.351859397,0.393840669,0.590124652,0.271955662,0.154816933,0.181000065,0.171368169,0.225921114,0.210527464,0.171816393,0.196321183,0.431661689,1,1,1,1,1,1,1,isda
0.084357612,0.214805841,0.078307883,0.121412788,0.380067892,0.092424425,0.7884562,0.486367461,0.400399848,0.192337541,0.344794338,0.126474078,0.790512625,0.551847741,0.493215731,0.855212005,0.843544363,0.840702365,0.17831542,0.074971253,0.228306283,0.403097345,0.470437836,0.456196746,0.724374814,0.604861967,0.530303684,0.443997988,0.278086669,0.111469466,0.157236816,0.254866017,0.163416573,0.330351708,0.354930341,0.250688368,0.484741534,0.394953338,0.235921934,0.314031459,0.349000505,0.234969285,0.498043752,0.843704437,0.819587403,0.83013416,0.121565777,0.141122373,0.018208134,0.612773372,0.652375393,0.251502795,0.338437619,0.372998883,0.270075501,0.363513625,0.03494456,0.087349636,0.066018205,0.130184132,0.064700113,0.120159852,0.036168794,0.054808217,0.045112782,0.09375,0.092511013,0.093706016,0.073619632,0.090514748,0.047244094,0.045454545,0.48561221,0.51402607,0.474165454,0.405100503,0.448075345,0.354531456,0.047244094,0.58577992,0.110068369,0.214922676,0.169088005,0.290430083,0.179485045,0.274394718,0.120498742,0.15528927,0.512678654,0.507528906,0.492452336,0.429591514,0.459230423,0.351063335,0.187061481,0.588687309,0.299128786,0.222594417,0.265016189,0.206520757,0.201635562,0.253306056,0.189905953,0.122840477,0.433356681,1,1,1,1,1,1,1,isda
0.07822535,0.124086786,0.085443876,0.066316314,0.303740459,0.094255573,0.858609626,0.40146116,0.231572992,0.181376293,0.221713642,0.137462964,0.859259694,0.495888848,0.326164565,0.882176158,0.87321133,0.847490133,0.355323241,0.110459264,0.350232061,0.266761929,0.465097508,0.654597675,0.82175104,0.705167409,0.535027142,0.359034236,0.284681832,0.093585755,0.319293973,0.394320388,0.216020417,0.43884631,0.404407151,0.245992439,0.541470404,0.402646275,0.206428981,0.507635685,0.403811614,0.236880363,0.523346852,0.882138566,0.854383123,0.838212265,0.076214963,0.149739279,0.01112903,0.526724294,0.640517303,0.259356968,0.134022114,0.460564647,0.302587275,0.415985339,0.026365364,0.037974893,0.056853141,0.079842769,0.058752762,0.071259982,0.050041008,0.026738495,0.029126214,0.078947368,0.104651163,0.047156053,0.076923077,0.088669951,0.035928144,0.042105263,0.445315734,0.263624477,0.382841559,0.500552509,0.417651118,0.467824597,0.035928144,0.168679287,0.08754578,0.112863271,0.150568981,0.205599899,0.167058087,0.188475926,0.153988438,0.087870048,0.475820199,0.26668743,0.398267665,0.532787896,0.429980555,0.476440737,0.41562499,0.179074037,0.359145087,0.245146257,0.19012881,0.202688158,0.29200924,0.283920965,0.28940402,0.275323796,0.490020509,1,1,1,1,1,1,1,isda
0.081320428,0.152157795,0.072145704,0.078925366,0.212660776,0.103676915,0.795118967,0.641928079,0.279496793,0.187082346,0.262280022,0.11756249,0.797382697,0.700995928,0.378426537,0.891308649,0.888719449,0.867082253,0.273931312,0.215907141,0.305137148,0.325921324,0.328694335,0.604100894,0.63336228,0.68300832,0.725793212,0.413700899,0.336758033,0.115894138,0.14917679,0.523099949,0.176210833,0.308387555,0.425194919,0.32302389,0.595426876,0.458944603,0.243231996,0.302804007,0.414949893,0.310060302,0.615620246,0.887338466,0.870301733,0.873968772,0.056082678,0.09448276,0.025683173,0.514632353,0.609755357,0.223598366,0.618923679,0.487832058,0.362179806,0.495290361,0.055498748,0.07684229,0.057607299,0.106490922,0.045433058,0.081392727,0.039282855,0.076699605,0.06,0.094736842,0.105527638,0.102939638,0.049180328,0.065934066,0.036585366,0.114285714,0.459915181,0.607929284,0.393297106,0.42936315,0.649434152,0.448436923,0.036585366,0.557231303,0.157802547,0.19552837,0.152147457,0.252663444,0.137317569,0.207881978,0.128410083,0.199430002,0.484749219,0.603377924,0.409104883,0.459222843,0.663387682,0.45485557,0.35608984,0.5568793,0.390028248,0.273274127,0.404524015,0.224269911,0.274659361,0.491304803,0.300660221,0.255721748,0.647489751,1,1,1,1,1,1,1,isda
0.23938725,0.280023164,0.312981407,0.29647727,0.262797006,0.37058607,0.443525824,0.386065872,0.587570464,0.414351219,0.422397454,0.426485982,0.419356443,0.444993515,0.616759883,0.800499977,0.808105911,0.804288667,0.038620838,0.106339539,0.085045331,0.561955408,0.631846684,0.352063172,0.622653878,0.344731168,0.419564993,0.490662876,0.469186804,0.212553762,0.21196925,0.466151679,0.206449379,0.338448026,0.499284029,0.41518475,0.491808502,0.588282499,0.377714753,0.386071497,0.470218349,0.377466749,0.493158937,0.814805273,0.793367995,0.797915542,0.052216232,0.058931295,0.017847185,0.542786203,0.574961737,0.245980062,0.549192895,0.434867505,0.335556906,0.335955919,0.032011216,0.063824322,0.168240218,0.059858623,0.080984117,0.098507992,0.029041151,0.035277279,0.027272727,0.055555556,0.141176471,0.068058672,0.1125,0.041053286,0.028571429,0.036697248,0.42272613,0.830714674,0.512783211,0.530826651,0.491152509,0.562090962,0.028571429,0.505770823,0.102567372,0.169910789,0.333970062,0.166016017,0.211510726,0.238522143,0.101519066,0.110096919,0.453361321,0.827262085,0.515711946,0.565831237,0.499186631,0.565535154,0.514769673,0.512505071,0.292555798,0.188757215,0.42643242,0.217225837,0.249972381,0.270151782,0.280138063,0.273602864,0.700861534,1,1,1,1,1,1,1,isda
0.326788453,0.15051704,0.199836455,0.325641099,0.147889277,0.228091392,0.470053039,0.550397151,0.501670104,0.511342085,0.259073374,0.292336882,0.42791858,0.621650245,0.559704652,0.761672397,0.804584116,0.784081086,0.02757163,0.201407708,0.12181546,0.562244844,0.425714453,0.39886394,0.558283957,0.317283768,0.491373871,0.414570558,0.266034616,0.195860864,0.20240146,0.329654739,0.298795209,0.368941607,0.499858762,0.543860536,0.634723449,0.380639594,0.356274832,0.373813933,0.513339099,0.516802759,0.646747938,0.814284244,0.777351663,0.784036511,0.088175434,0.044121939,0.018884084,0.515131982,0.482971542,0.224270624,0.714580695,0.424052072,0.38274323,0.382961644,0.041448869,0.051634136,0.063878732,0.073726572,0.121788683,0.138850594,0.078666388,0.086559943,0.034883721,0.067164179,0.105263158,0.128867961,0.135135135,0.21108742,0.136986301,0.08988764,0.243926939,0.449561092,0.245702347,0.493224099,0.281835796,0.440300312,0.136986301,0.475032691,0.125968944,0.144176307,0.164797455,0.193869108,0.281819808,0.303152239,0.213120728,0.217542313,0.280652419,0.449760179,0.252066477,0.527589596,0.277469784,0.434278442,0.369617404,0.473187907,0.247990223,0.102738116,0.194199545,0.098625574,0.19833529,0.139266166,0.188546493,0.173876752,0.888205497,1,1,1,1,1,1,1,isda
0.307930685,0.130961437,0.191008461,0.199748977,0.162185259,0.211794049,0.673207645,0.5793528,0.535038664,0.491505738,0.231141299,0.281274491,0.642208072,0.650597016,0.593673378,0.789288251,0.813194142,0.79313648,0.053420189,0.223778634,0.128362619,0.478470955,0.363165324,0.354366406,0.663145037,0.440037296,0.521026429,0.443298916,0.41647671,0.235298357,0.271042801,0.471659279,0.306566554,0.354587847,0.683999084,0.554389983,0.52541783,0.537999821,0.405233631,0.455164439,0.683861226,0.518206725,0.516438087,0.825613744,0.778932876,0.775981909,0.057350332,0.047066574,0.011021311,0.439620576,0.494719485,0.289152407,0.730541441,0.55242117,0.391683241,0.321982187,0.037195756,0.04668995,0.062429003,0.032611635,0.108640972,0.127247581,0.050282769,0.11280418,0.064516129,0.075,0.108433735,0.089327376,0.154639175,0.186813187,0.091954023,0.106666667,0.680280905,0.6451008,0.300553747,0.601369658,0.617582517,0.44411648,0.091954023,0.349374162,0.11565812,0.133176975,0.161898985,0.103097774,0.260425093,0.285486742,0.154477934,0.262271462,0.69715174,0.645433118,0.310460852,0.637064297,0.621008025,0.440672998,0.183111352,0.341711777,0.256408596,0.27499188,0.282916531,0.117777056,0.248619848,0.304836821,0.196061839,0.105420781,0.662660419,1,1,1,1,1,1,1,isda
0.233143446,0.132990324,0.197345336,0.249169958,0.191653816,0.176695116,0.55094989,0.422588946,0.423589569,0.406908421,0.234395321,0.289746926,0.531198963,0.512679338,0.484213804,0.816243675,0.83314822,0.809002863,0.05248228,0.162432567,0.141254247,0.505032952,0.517378648,0.457761308,0.559126079,0.415486214,0.475656348,0.413913889,0.391966092,0.234778476,0.359809661,0.562094586,0.29639701,0.367097135,0.711685028,0.531401173,0.468999195,0.5144427,0.404898321,0.54793917,0.717078776,0.494307485,0.432037098,0.860973763,0.807532012,0.78096473,0.067592024,0.045816037,0.013484911,0.384167001,0.511474804,0.319211883,0.640504862,0.633533376,0.41587596,0.304157377,0.068134565,0.058594455,0.178961992,0.054311183,0.076164867,0.246085018,0.024630087,0.043198072,0.043478261,0.082191781,0.160714286,0.080106557,0.100840336,0.178162263,0.068376068,0.077669903,0.356385088,0.480895433,0.47849143,0.499959251,0.330882,0.393750263,0.068376068,0.288904315,0.183861534,0.159128899,0.348416839,0.154204645,0.202332446,0.443219277,0.089003132,0.129263901,0.383250059,0.479724838,0.477230745,0.538804348,0.338792102,0.361828433,0.385938179,0.295388663,0.309009348,0.171322981,0.256545097,0.21442181,0.250024549,0.19730673,0.212918557,0.215894597,0.519172634,1,1,1,1,1,1,1,isda
