timestamp,x,y,z
1528444592641802,1.03809,-0.25488299999999997,0.15332
1528444592664740,1.09863,-0.29248,0.162109
1528444592679701,1.09375,-0.319336,0.212891
1528444592701642,1.06396,-0.34130900000000003,0.18701199999999998
1528444592724580,1.1132799999999998,-0.49121099999999995,0.231934
1528444592739540,1.0908200000000001,-0.6362300000000001,0.296875
1528444592754500,1.09521,-0.78418,0.342773
1528444592777439,1.06689,-0.7851560000000001,0.334961
1528444592792404,0.9082030000000001,-0.713867,0.371582
1528444592814341,0.815918,-0.871582,0.41845699999999997
1528444592837280,0.854492,-1.03809,0.47558599999999995
1528444592859220,0.798828,-1.02637,0.478516
1528444592882159,0.6889649999999999,-1.01416,0.383301
1528444592904153,0.573242,-1.0083,0.44238299999999997
1528444592919116,0.549316,-1.1904299999999999,0.510742
1528444592935033,0.563477,-1.0087899999999999,0.5200199999999999
1528444592957226,0.240234,-0.726074,0.500488
1528444592972177,0.114746,-0.8125,0.44970699999999997
1528444592994244,0.07714839999999999,-0.9360350000000001,0.44384799999999996
1528444593017060,0.08496089999999999,-0.858398,0.382813
1528444593039991,0.012206999999999999,-0.696289,0.37304699999999996
1528444593070050,-0.0371094,-0.611816,0.353027
1528444593084544,-0.08935549999999999,-0.570801,0.340332
1528444593107495,-0.144043,-0.577637,0.33007800000000004
1528444593122662,-0.174316,-0.569336,0.27929699999999996
1528444593144660,-0.195801,-0.518066,0.254395
1528444593159669,-0.277832,-0.516602,0.353516
1528444593174627,-0.32666,-0.536133,0.375977
1528444593197548,-0.35498,-0.48583999999999994,0.33105500000000004
1528444593219345,-0.483887,-0.6313479999999999,0.44677700000000004
1528444593234305,-0.5454100000000001,-0.5874020000000001,0.435547
1528444593256949,-0.718262,-0.553711,0.45214799999999994
1528444593279887,-0.7231449999999999,-0.44433599999999995,0.460938
1528444593295030,-0.633301,-0.443359,0.41259799999999996
1528444593317172,-0.6499020000000001,-0.602539,0.41259799999999996
1528444593340158,-0.576172,-0.6835939999999999,0.48877
1528444593355174,-0.46728500000000006,-0.713379,0.44433599999999995
1528444593377169,-0.569824,-0.647461,0.402832
1528444593400090,-0.574707,-0.6132810000000001,0.38623
1528444593415186,-0.736816,-0.369629,0.398926
1528444593437061,-0.541504,-0.5532229999999999,0.405273
1528444593467126,-0.577148,-0.5249020000000001,0.43261700000000003
1528444593482101,-0.715332,-0.5898439999999999,0.447754
1528444593505037,-0.649414,-0.608398,0.48193400000000003
1528444593520005,-0.632813,-0.632324,0.492676
1528444593534960,-0.6918949999999999,-0.666504,0.502441
1528444593557110,-0.6391600000000001,-0.676758,0.520508
1528444593580022,-0.644043,-0.745117,0.522461
1528444593594846,-0.670898,-0.7285159999999999,0.522461
1528444593617157,-0.663574,-0.7143550000000001,0.515625
1528444593639927,-0.673828,-0.678711,0.494141
1528444593655044,-0.6655270000000001,-0.709961,0.46875
1528444593676991,-0.641602,-0.7558590000000001,0.47168000000000004
1528444593707106,-0.641602,-0.706055,0.460938
1528444593722103,-0.640137,-0.6835939999999999,0.453125
1528444593759508,-0.6289060000000001,-0.703125,0.42871099999999995
1528444593774672,-0.6137699999999999,-0.694336,0.425781
1528444593796826,-0.616211,-0.671387,0.416016
1528444593819604,-0.610352,-0.5893550000000001,0.416016
1528444593834691,-0.5893550000000001,-0.6914060000000001,0.397461
1528444593856845,-0.569824,-0.666992,0.34179699999999996
1528444593879784,-0.541992,-0.6777340000000001,0.36181599999999997
1528444593894829,-0.516113,-0.644043,0.336426
1528444593916990,-0.504883,-0.586426,0.292969
1528444593940050,-0.33007800000000004,-0.6499020000000001,0.256348
1528444593954896,-0.235352,-0.8920899999999999,0.296387
1528444593976792,-0.260254,-0.812012,0.359863
1528444593999730,-0.338379,-0.639648,0.367188
1528444594014690,-0.421875,-0.530273,0.45410200000000006
1528444594036690,-0.394531,-0.5297850000000001,0.42089799999999994
1528444594059623,-0.344238,-0.770508,0.42822299999999996
1528444594074588,-0.23974600000000001,-0.9716799999999999,0.46875
1528444594097526,-0.21435500000000002,-0.961426,0.43994099999999997
1528444594119466,-0.234375,-0.827148,0.41503900000000005
1528444594142406,-0.148926,-0.7617189999999999,0.40869099999999997
1528444594157344,-0.030273400000000002,-0.796387,0.40136700000000003
1528444594179303,0.123047,-0.855957,0.37206999999999996
1528444594202235,0.235352,-0.8564450000000001,0.312012
1528444594217149,0.211914,-0.815918,0.290527
1528444594239144,0.221191,-0.777832,0.256348
1528444594262030,0.374023,-0.820801,0.25
1528444594277343,0.447266,-0.6420899999999999,0.348145
1528444594299711,0.5874020000000001,-0.5454100000000001,0.168945
1528444594322558,0.682617,-0.669434,0.213867
1528444594337037,0.930176,-0.8837889999999999,0.184082
1528444594367090,1.09814,-1.08301,0.27002
1528444594389383,1.09229,-0.848145,0.269043
1528444594405208,1.16162,-0.640625,0.16406300000000001
1528444594442332,1.28223,-0.606934,0.32617199999999996
1528444594457385,1.22803,-0.554199,0.274902
1528444594479754,1.1870100000000001,-0.42675799999999997,0.280762
1528444594501787,1.16162,-0.516113,0.24560500000000002
1528444594516892,1.04541,-0.6499020000000001,0.243652
1528444594539830,0.9550780000000001,-0.755371,0.21093800000000001
