timestamp,x,y,z
1528440386220993,0.933105,0.188477,0.0844727
1528440386244929,0.932617,0.186035,0.0869141
1528440386259928,0.938965,0.189453,0.0830078
1528440386280853,0.935059,0.199219,0.0849609
1528440386304771,0.911133,0.198242,0.0839844
1528440386319733,0.90918,0.198242,0.0776367
1528440386367602,0.917969,0.185547,0.0791016
1528440386368599,0.926758,0.187988,0.0766602
1528440386379576,0.927246,0.185059,0.0737305
1528440386401560,0.930176,0.177246,0.0825195
1528440386425447,0.938965,0.173828,0.0820313
1528440386440409,0.947754,0.161133,0.0688477
1528440386483292,0.94873,0.164551,0.0629883
1528440386493267,0.940918,0.163086,0.0722656
1528440386500246,0.927734,0.166992,0.0703125
1528440386521191,0.924316,0.160156,0.0678711
1528440386544165,0.922852,0.15918,0.0722656
1528440386560121,0.914551,0.166504,0.0639648
1528440386582029,0.907715,0.169922,0.0727539
1528440386603969,0.912598,0.183594,0.065918
1528440386626908,0.920898,0.190918,0.0634766
1528440386641869,0.918945,0.195313,0.0581055
1528440386663811,0.92334,0.187988,0.065918
1528440386678770,0.929199,0.179199,0.0693359
1528440386701708,0.930664,0.176758,0.078125
1528440386723649,0.930176,0.172363,0.0830078
1528440386738610,0.927246,0.171387,0.0898438
1528440386761548,0.927246,0.178711,0.0830078
1528440386784488,0.928711,0.179199,0.0849609
1528440386798450,0.932617,0.177246,0.0888672
1528440386821389,0.931152,0.175781,0.0927734
1528440386844365,0.937012,0.187988,0.090332
1528440386858329,0.930664,0.194336,0.0922852
1528440386881281,0.929199,0.192383,0.101563
1528440386906171,0.931152,0.18457,0.100098
1528440386928103,0.926758,0.172852,0.0966797
1528440386942066,0.93457,0.175781,0.0927734
1528440386964045,0.93457,0.187012,0.0976563
1528440386979965,0.930664,0.199219,0.0986328
1528440387001936,0.92334,0.199707,0.0908203
1528440387023849,0.914063,0.19873,0.0957031
1528440387039808,0.912598,0.19043,0.0917969
1528440387061747,0.912598,0.187012,0.0859375
1528440387083715,0.922852,0.181641,0.0874023
1528440387099646,0.925781,0.17627,0.0893555
1528440387121614,0.93457,0.166992,0.0893555
1528440387144573,0.932129,0.163086,0.0922852
1528440387159537,0.939941,0.163086,0.0810547
1528440387181461,0.932617,0.164063,0.0859375
1528440387204422,0.922852,0.174316,0.078125
1528440387220376,0.928223,0.182129,0.0805664
1528440387241319,0.929199,0.183105,0.0854492
1528440387264257,0.924805,0.177734,0.0830078
1528440387280163,0.924316,0.179199,0.0844727
1528440387309140,0.923828,0.181641,0.0859375
1528440387325097,0.918945,0.193359,0.0854492
1528440387340003,0.915039,0.192871,0.0869141
1528440387368982,0.911621,0.190918,0.0898438
1528440387384044,0.912598,0.186523,0.0878906
1528440387400239,0.921875,0.178711,0.0996094
1528440387421341,0.9375,0.168945,0.0932617
1528440387444321,0.942871,0.168457,0.0913086
1528440387460534,0.947266,0.164551,0.100098
1528440387482439,0.939453,0.166016,0.105469
1528440387505367,0.945801,0.17041,0.10498
